Date,Open,High,Low,Close,Adj Close,Volume
2022-10-24,2051.100098,2066.000000,2026.400024,2038.000000,2038.000000,52373
2022-10-25,2054.000000,2055.000000,2020.000000,2034.400024,2034.400024,335214
2022-10-27,2055.250000,2055.250000,1961.000000,1969.949951,1969.949951,691102
2022-10-28,1970.000000,1982.000000,1928.500000,1947.849976,1947.849976,837372
2022-10-31,1960.000000,1989.699951,1959.000000,1978.500000,1978.500000,378914
2022-11-01,1988.400024,2015.500000,1977.099976,2011.300049,2011.300049,426274
2022-11-02,2019.000000,2041.949951,2003.000000,2036.150024,2036.150024,312704
2022-11-03,2005.000000,2009.000000,1981.000000,1989.699951,1989.699951,466764
2022-11-04,1990.000000,1993.650024,1956.000000,1969.800049,1969.800049,294554
2022-11-07,1975.300049,1987.900024,1951.449951,1981.050049,1981.050049,431966
2022-11-09,1985.900024,1996.650024,1941.000000,1949.650024,1949.650024,464504
2022-11-10,1939.000000,1954.800049,1914.050049,1928.150024,1928.150024,425487
2022-11-11,1965.099976,2034.000000,1962.949951,2026.650024,2026.650024,1345942
2022-11-14,2048.000000,2063.000000,2024.000000,2035.400024,2035.400024,529228
2022-11-15,2030.000000,2050.000000,1987.300049,2013.650024,2013.650024,505605
2022-11-16,2014.000000,2039.650024,2000.000000,2036.449951,2036.449951,476391
2022-11-17,2020.500000,2038.050049,1965.000000,1972.550049,1972.550049,519462
2022-11-18,1978.000000,1987.449951,1936.000000,1948.599976,1948.599976,449785
2022-11-21,1949.050049,1952.000000,1922.050049,1925.400024,1925.400024,428671
2022-11-22,1925.000000,1934.699951,1898.500000,1923.949951,1923.949951,720683
2022-11-23,1932.000000,1948.000000,1898.000000,1899.650024,1899.650024,586691
2022-11-24,1909.150024,1948.199951,1901.050049,1941.250000,1941.250000,717399
2022-11-25,1950.000000,1999.949951,1930.500000,1989.550049,1989.550049,582576
2022-11-28,1989.750000,2022.500000,1974.000000,2011.650024,2011.650024,353028
2022-11-29,2006.500000,2020.000000,1994.400024,2003.650024,2003.650024,261501
2022-11-30,2006.000000,2032.500000,1977.050049,2017.250000,2017.250000,638173
2022-12-01,2047.000000,2146.000000,2040.000000,2135.199951,2135.199951,1799183
2022-12-02,2160.000000,2168.000000,2133.699951,2157.350098,2157.350098,720904
2022-12-05,2164.949951,2176.949951,2112.199951,2135.949951,2135.949951,358098
2022-12-06,2124.850098,2128.000000,2080.050049,2095.600098,2095.600098,552477
2022-12-07,2093.800049,2093.800049,2053.500000,2070.250000,2070.250000,617199
2022-12-08,2087.000000,2087.000000,2056.050049,2080.449951,2080.449951,282639
2022-12-09,2095.000000,2098.800049,1975.550049,1997.300049,1997.300049,584153
2022-12-12,1996.500000,2020.599976,1954.250000,1998.900024,1998.900024,407461
2022-12-13,2009.400024,2018.949951,1982.949951,1988.849976,1988.849976,559205
